invoiceid,invoicenumber,salesorderid,opportunityid,customerid,customeridtype,ownerid,createdon,duedate,totalamount,paymenttermscode,ahn_paidon,statecode,statuscode,transactioncurrencyid
b91cb4a0-c5ee-4f8c-85a3-1cafbae1a218,INV-000015,f3f54308-87d4-4e6d-93fe-da787e39a37c,900e0786-0aa3-4c8a-ae5e-ae54d08cd4b1,eb105574-3b8e-4686-a9ec-f49c5224bc01,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-10-13T12:59:00Z,2024-11-12,35944044000,1,2024-11-13T13:19:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
19a90b0e-054b-4638-9450-12c70ff6d461,INV-000016,e9107c1f-86d2-4d72-80d3-df6e18001549,f82f9674-0427-42d9-8b0a-dcaf15970500,74799ed4-1a43-44bb-86b6-c38c5eca0ea3,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-10-13T10:11:00Z,2024-12-12,6023380000,4,2024-12-19T08:11:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6a3f3be2-fbe6-47f9-9f7d-81937e253b38,INV-000017,a32f0b9a-fb12-45ff-a82c-428511f01e84,4ea623e3-47b2-4835-b655-4281d10ef70c,6342d18d-fd5c-4a5b-93c7-6f0835025f9c,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-10-16T12:50:00Z,2024-11-15,90868960000,1,2024-11-13T12:28:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
106fc253-c699-47f1-93ac-ce7909ff566c,INV-000018,e013f345-7670-45a5-8b9c-988a5bb24e92,33ab6ceb-1cf0-4f03-802f-74068c13ea4e,9db51ce2-8797-4353-97d6-7d9288c55582,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-10-29T06:34:00Z,2024-11-28,57451804000,1,2025-02-11T11:56:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
56074a34-e08b-4556-bd12-e0d24af6159b,INV-000019,8844f32b-5b13-4988-8d15-ab18df40268c,df40ab5d-819a-4f42-ba51-f278e7b86544,fe8702cd-7a9b-4f90-a059-f07ac1d10053,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-10-17T07:09:00Z,2024-10-17,58768253000,100000000,2024-10-15T07:09:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
38e43bf9-5082-4c4e-9a57-9ab9549c9676,INV-000020,27362677-4b13-4b6a-8ef0-5e0879c3de2a,c6af6852-c571-4091-a587-cb1289dc3fe5,6c32e888-f4bd-4373-9e04-aa492f166543,account,5304317f-af42-412f-b838-b3268e944239,2024-10-19T05:54:00Z,2024-10-19,20090860000,100000000,2024-10-16T05:54:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfd3fefd-bc13-4586-b0b1-f02bd6262706,INV-000021,17e0c203-6623-49bc-9aa6-99cad1b3f6b1,b51f81c1-a320-4090-81bc-940061ab57d8,e06c5f09-f6c4-4c4a-9a81-7d76d0a2c065,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-10-26T11:59:00Z,2024-12-25,8215764000,4,2024-12-22T08:41:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0e473d84-dff0-41c1-a763-a5ad6136ff3f,INV-000022,3e027b1f-e38d-4d98-b39b-fd7bc906f88b,83fbc4ab-9ec0-4b56-8cac-575e3d8e3a9c,2ff3cde4-6aa4-4c9f-9217-04753d959e3f,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-10-31T10:10:00Z,2024-12-30,58800218000,4,2024-12-28T10:02:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
be956bd8-6bc5-4c4c-b4e3-bb635caea0f0,INV-000023,8654e1ba-d900-4b8f-98ea-677300b2c0cd,2fd4b066-0ef0-4398-bfe7-8b0f7405da66,935d1c24-0246-4d11-97ab-d79712886be9,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-12-05T12:18:00Z,2025-03-05,28339591000,100000001,2025-03-02T10:08:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
989c8a74-36e9-4805-a224-b85a1c396065,INV-000024,e0a043ae-c0e2-4abf-aff2-7e2f520b81d7,08303126-82ec-4f42-9a40-77920209f205,9b6fbe20-4b3a-4a83-a286-16f4bbf9a04b,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-11-25T06:10:00Z,2025-01-24,23098877000,4,2025-01-28T11:39:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6dc7d0d6-eb75-4ba9-900a-48b69ea1fc15,INV-000025,5f9838db-6116-4281-aa53-916fc39f26ff,78036104-2b64-4d93-b4ac-c51f1c1611c5,0290220b-9e7e-4520-b1ec-3c1c04947595,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-11-26T11:20:00Z,2025-01-25,26895179000,4,2025-01-23T11:51:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1f3ba175-e6ea-4ac4-b818-427595dd68c5,INV-000026,fde83a03-e55f-4c76-bc40-9354dcc202e5,8ba6bffc-3819-4da3-bebe-21f0b0925999,5354f30f-409c-4120-a18a-ab8219e4d432,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-11T07:00:00Z,2025-02-09,26833158000,100000001,2025-02-08T08:02:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bbfd4a02-0a11-4a36-ab1c-3e2ec14185f7,INV-000027,0f7aff6e-54b9-4b3b-8f6c-a162f0773f92,89f5f2ec-054f-422c-98af-e5395ab6b863,e716eb38-581f-43df-be71-bda810128b96,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-10-27T09:35:00Z,2024-11-26,12407950000,1,2024-12-26T10:51:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c044d3f1-b1db-4409-a4ba-f17e11e2552d,INV-000028,f4f839d9-8581-416a-b4bc-ee91513d25a1,5fb921af-6831-4ce5-bf68-d20d716727b8,45044404-fb7a-4a14-bc87-b2c32c779434,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-03T11:06:00Z,2025-01-02,28530901000,4,2024-12-30T11:56:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
47984559-2ce5-4d3c-9e1e-4e2e078fbe3a,INV-000029,0ae43bba-ec31-4978-93b4-d12154eef4d6,7dac893d-6942-46db-b2da-52c6915b3cd3,7d68fb16-11a0-406c-abe0-a95329f32051,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-09T11:23:00Z,2024-12-09,21259997000,1,2024-12-10T12:32:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d854987c-2996-443d-a4be-478bd38d50e6,INV-000030,83382f03-cd47-48f9-9fb8-f6cf70988dac,737f718a-ad6a-400c-ba20-97bd1a9fdb8e,51f4a724-9950-4858-88ca-c260b3f5a21c,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-04T04:55:00Z,2024-11-04,58122360000,100000000,2024-11-02T04:55:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
98c80dac-bcdf-4b10-8eb9-6afd90649700,INV-000031,6c73425a-496e-456d-b790-a3f0c878cc30,46d2696a-bc8f-4da8-a92b-e777c65dd413,bcf2fc3b-d958-44c2-a053-8c1ba84510a1,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-11-06T10:49:00Z,2025-01-05,63018805000,4,2025-01-06T11:38:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c0a18525-4e50-4c39-a4ab-0c196beb8c0f,INV-000032,04e10a96-5ee2-40c4-b5e2-fdf8fa7ca745,daf816d7-c346-439b-a89f-c1da16722869,c6a07656-c5c9-4b91-bf6e-f9ed7e4ce29f,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-20T12:40:00Z,2024-12-20,25585696000,1,2024-12-18T08:26:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2210d7e7-5c23-4140-a1bd-d6aebb95d10f,INV-000033,b5f9a053-d574-4ebb-9a6b-f9baa28e0a22,ad4e4ff8-8736-4422-b74e-e609d86fd87e,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-24T09:30:00Z,2025-01-23,38192070000,4,2025-01-25T10:21:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
da76bedd-89cd-4093-8617-c05bce793f06,INV-000034,6f15656e-a194-4e27-a9a4-7ca4688807e1,85d438ce-9a87-4ebf-946b-6e101d2f82d1,16591c89-21eb-4aa9-9a2b-d69c450f69ee,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-07T08:20:00Z,2025-01-06,19103727000,4,2025-01-27T12:11:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
99737aa4-3432-4b1e-9935-d9f567281b74,INV-000035,2427b821-3623-46a2-94c0-7a4564b96ddb,abb240db-7171-4825-b63a-520169ceba2d,2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-11-20T12:00:00Z,2024-11-20,22437316000,100000000,2024-11-18T12:00:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3c1f267f-5253-404a-8b7b-4883f38916be,INV-000036,5840eb72-3936-4f68-bf65-4c5477983209,c3f66c68-79ce-4112-9926-43508cfccda2,e2c328aa-3310-4475-8a86-22250b36e356,account,5304317f-af42-412f-b838-b3268e944239,2024-11-17T09:41:00Z,2024-12-17,20766167000,1,2024-12-17T10:06:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1203f15e-df6c-4e6f-a411-1f4a8406562d,INV-000037,8dd8c95b-deef-4508-bd85-9f6f5bbc8128,4b2e7986-d743-42a7-a1b7-4c92fdcc48a5,7317591a-3283-4aa4-a212-ab7c9d361cb6,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-12-02T07:19:00Z,2025-01-01,99604317000,1,2025-01-12T11:47:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cecde305-104e-4de9-8907-a578a69a2d2c,INV-000038,0355363a-10ae-4021-b558-531a5e8c9510,e2c38f89-f4e2-4ffb-82fd-089927aa6b24,ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,account,5304317f-af42-412f-b838-b3268e944239,2024-11-20T10:30:00Z,2024-12-20,25631753000,1,2024-12-24T12:36:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
228c8219-6582-4636-90aa-3df3e38835cb,INV-000039,84fa406b-ce2b-423b-bfca-442ee3a057b4,7c142149-da02-4f54-84d6-5a2123e2c160,89a3c811-895c-4fde-a3fa-40691519fd38,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-11-09T09:49:00Z,2025-02-07,17390212000,100000001,2025-02-05T08:46:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bf0fd59c-b032-47a7-bccb-40808b22b6ab,INV-000040,7818382a-53df-410f-9da7-a4e58b62c2e9,f06dc5f3-f636-4fe5-9387-7d9e815c3d94,d5f0fb6a-4596-4a75-b4df-b83ff659f188,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-04-23T05:29:00Z,2025-07-22,100413159000,100000001,2025-09-20T11:33:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
af5adcca-a240-47eb-9faf-a7a7c6fba2cd,INV-000041,8da411b6-894c-4c78-ad9e-3fc464114680,743d0ed3-5540-4f98-b8d8-b584ce04663f,d02c75f9-198d-43a4-8cd2-0e4376dae194,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-11-27T13:17:00Z,2024-11-27,18010591000,100000000,2024-11-25T13:17:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f4a83eb6-0949-4f68-8c8e-2f8c623790a3,INV-000042,307e1c89-c659-45b8-883f-55e353af2d8b,e5dcdfd7-95c4-4328-93f3-170d502fb862,502cf0ee-224a-46a6-ac0f-680115b24e1d,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-12-11T06:03:00Z,2025-02-09,9972055000,4,2025-06-07T10:09:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5e80cdad-d7ed-453c-8e23-6d9ac4d47f96,INV-000043,580ee961-c2ee-4280-90f1-6f10cb36df00,c83c29de-34ec-4c7b-aa94-727f2eef9e7c,17e52113-4626-43be-a068-8849eec71a30,account,5304317f-af42-412f-b838-b3268e944239,2024-11-16T10:24:00Z,2024-12-16,75074888000,1,2025-02-08T12:39:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ec98eff9-5c57-48fb-b2b9-050b280934d3,INV-000044,16c9e74c-dac8-4de7-9d6b-fb759ba695e3,a89966aa-ad52-4e85-b1da-666c18b77c57,3ee82983-d557-4241-91dd-b9bf613d2de9,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-11-18T10:11:00Z,2024-12-18,14999090000,1,2024-12-17T05:55:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0840ef45-cf4f-4375-8002-b6c88cea388e,INV-000045,1fe82970-5264-479d-8444-9da1094e271a,1a1d1873-7860-48cd-8179-3186bfb2f2e1,7a5d7c82-86c5-447c-851a-00393803dcee,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-12-03T09:28:00Z,2025-02-01,25547442000,4,2025-01-30T06:34:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
059b51a2-48c0-4edf-adf3-e9c2546953f0,INV-000046,c737c4fa-a38b-4284-afe1-da1a7823d81f,1415596f-f5c3-4837-9461-1d95c40a572d,6b0ae0e3-9d89-4047-9d39-d7936257a4a2,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-11-19T11:01:00Z,2024-12-19,23486879000,1,2024-12-16T06:49:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
34515aa2-554e-4a10-b5f3-379873fd3dab,INV-000047,e7f1b740-657d-4528-82b1-df91850bdd6e,3b93bf18-9551-4d67-ad08-2d74fcc93eed,965d744f-0445-41a8-92af-97e4c536c66e,account,5304317f-af42-412f-b838-b3268e944239,2024-11-21T06:24:00Z,2024-12-21,42047035000,1,2025-01-16T07:00:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6110d606-b5a0-4fcc-91df-e76bdbdea7b4,INV-000048,f1982a1e-a734-468d-b692-e469a45c2576,c3745229-71ee-492e-8588-14eb6a6c3676,73253aa3-ec17-4298-943d-f5b3a58e83dd,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-11-25T10:08:00Z,2024-11-25,24202901000,100000000,2024-11-24T10:08:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
138830eb-a402-4de4-bcf2-f3e5c9602cf5,INV-000049,24c75676-169d-46c3-89d6-29006ee7518a,350823d0-1684-403b-bf02-fd546e9e4d45,73b0d676-3527-45c8-8534-ca08f6f24d1c,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-11-20T09:52:00Z,2024-12-20,23968175000,1,2025-07-14T07:27:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
75ba85df-ca54-4924-afb8-acc3c57f3885,INV-000050,8e55a9db-8e04-4430-a205-b500e567e354,a243cbab-567d-4ee6-a3d6-d3573ffeddba,9c3de1b0-022b-4683-9033-da6587cf63fd,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-11-17T05:23:00Z,2025-01-16,33464900000,4,2025-01-30T07:56:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
006dbe2d-fdca-481e-bb8b-4bb4796d19bd,INV-000051,d16c0a67-a5fd-499b-833b-4d4316b6556f,13a370b0-8b97-4802-96f2-7b86f554facb,f3f48d53-1120-41b7-9b23-91f0f620e4c0,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-11-04T12:37:00Z,2025-01-03,71391841000,4,2025-01-22T09:39:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
01f2a904-687d-4109-930a-9cdc953956e6,INV-000052,675bb586-f70e-4b43-a66e-a696322f04e6,4f9114f1-69ec-4a20-9ad4-7cfb44839883,8fddbebc-f7ff-48d4-b509-f08a2c988bca,account,5304317f-af42-412f-b838-b3268e944239,2024-11-17T11:11:00Z,2024-11-17,18988453000,100000000,2024-11-15T11:11:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2f8e3cde-ceed-4234-96f5-87d8a192d203,INV-000053,86c6855b-a041-4f85-966c-c616b14d63b3,7b3e8c81-4e02-4c8a-8dde-ca83ce82f8a0,af70de70-2b69-495e-8567-1b58926bffa5,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-25T12:32:00Z,2024-11-25,24459261000,100000000,2024-11-23T12:32:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
01c6a04b-9049-4d0c-9a13-b77ebc4692d2,INV-000054,0e6a1812-9c4f-4a37-932d-02319c5659d1,bd8cba3b-843b-417d-a2bd-82c1b0f25f49,bcaff931-ead1-4464-8a8e-858cd0f81063,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-12-02T10:14:00Z,2025-01-01,24126883000,1,2025-06-05T12:08:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4c7e8b29-14a8-43fc-b71d-dd8dd68199b3,INV-000055,eb8e8311-1ce6-4dbb-92f0-633fe31c06da,dac79cea-5b86-4333-9969-b46e9f6eb7b2,8c52d271-0a16-4e18-a90e-3e894b9c22f4,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-11-30T11:57:00Z,2024-11-30,114414294000,100000000,2024-11-28T11:57:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ea6a42ca-7b45-4327-a99d-6ad4a9c75de4,INV-000056,ed4f23ec-70a6-4d66-9737-21715b932740,19ea5e46-059e-4837-ab11-c1f1e02beeab,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-11-16T08:32:00Z,2024-12-16,27159752000,1,2024-12-29T10:06:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e414c193-ed4d-4f00-92e9-a4dccc74a735,INV-000057,b89cd9fd-ded0-4368-b1f0-ef7f1373ec3a,8065a12d-0c23-4d1d-bb8b-ce563a2c0dd7,453b45fe-636c-4499-9254-aad3809cd839,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-20T12:31:00Z,2024-12-20,92683073000,1,2024-12-21T11:14:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d2875a1d-2dca-4472-9178-5f238a69c05b,INV-000058,5f7a51ba-7f33-4ead-a808-9c29e55ed31a,6b5bf291-7227-4a6b-a594-5e9d4767fe83,73e7f042-516c-4b0a-9385-3918bc4015fa,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-26T08:41:00Z,2024-11-26,14916195000,100000000,2024-11-25T08:41:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9c806f55-79d1-4b33-bdd5-1dfe6ba2353c,INV-000059,240a2db9-c6ac-4fa0-94b4-f289317bfb2d,907fdee6-364d-463a-8fb5-6a91ebca02d3,00fa0eb4-5c5f-48d4-8df4-07b82751ab86,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-16T06:04:00Z,2024-11-16,37705560000,100000000,2024-11-15T06:04:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
861c9b5f-113b-4b6b-b179-f0b704aa1d2c,INV-000060,71e7f679-4cf2-4c15-b0fa-4d187c3772a1,603a77f6-ef7e-48b7-855e-bd5aec8bc81d,614c721d-a921-4b4c-95fb-e976ae007b7e,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-12-08T04:45:00Z,2025-03-08,223585226000,100000001,2025-10-18T13:10:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
