accountid,name,accountnumber,industrycode,customertypecode,address1_stateorprovince,address1_country,territoryid,ownerid,paymenttermscode,creditlimit,transactioncurrencyid,originatingleadid,createdon,modifiedon,statecode,statuscode
9c1c3517-85d2-40a6-8629-5b5d707df251,Pardis Sazeh Group,ACC-000015,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,18400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-03-19T07:08:00Z,2024-03-19T07:08:00Z,0,1
eafde7d9-5f73-4a3e-9d28-6aa428a39779,Kaspian Fabrication Works Ltd.,ACC-000016,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,13900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-12-23T12:10:00Z,2020-12-23T12:10:00Z,0,1
c6435300-68a5-4c68-a32d-bb5e486bb6bf,Sabalan Sazeh Co.,ACC-000017,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,4,13100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-12-03T06:34:00Z,2020-12-03T06:34:00Z,0,1
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Farazan Steel Structures Group,ACC-000018,100000001,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4,22300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-15T04:45:00Z,2021-12-15T04:45:00Z,0,1
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Navid Pipe Works Ltd.,ACC-000019,100000002,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,1,26800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-05-28T06:40:00Z,2022-05-28T06:40:00Z,0,1
8ed6ad5e-1831-4aa3-9466-9d1910df9974,Espadana Iron & Steel Supply Co.,ACC-000020,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000000,63400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-01-25T08:57:00Z,2024-01-25T08:57:00Z,0,1
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Shahab Abadgaran Co.,ACC-000021,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,100000000,14000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-01-30T06:11:00Z,2024-01-30T06:11:00Z,0,1
f6e39356-a814-4562-9a00-3f16b9469bcf,Darya Builders Co.,ACC-000022,100000000,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1,14600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-11-08T12:08:00Z,2022-11-08T12:08:00Z,0,1
267eddce-df8f-4197-9a4a-99b2e806133c,Persis Housing Development Co.,ACC-000023,100000005,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,100000001,86900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-04-13T07:07:00Z,2023-04-13T07:07:00Z,0,1
a9e27ba9-952e-4abb-94dd-5061555736f8,Golestan Ahan Bazar Group,ACC-000024,100000004,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,100000000,77700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-03-22T05:50:00Z,2021-03-22T05:50:00Z,0,1
4f6b58c8-598d-4aec-aaaf-e5432434a678,Javid Omran Industries,ACC-000025,100000000,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,36000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-07-15T05:12:00Z,2023-07-15T05:12:00Z,0,1
a981b098-b2cf-452d-a7f3-33b3f7baf55e,Orang Steel Structures Co.,ACC-000026,100000001,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,10200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-12-02T11:08:00Z,2020-12-02T11:08:00Z,0,1
b576255e-9854-4f22-a102-f9c964575bc4,Sepehr Profile Works Co.,ACC-000027,100000002,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,75000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-02-18T05:02:00Z,2020-02-18T05:02:00Z,0,1
8f158449-4f40-422f-95b0-2530f020e992,Omid Construction Group,ACC-000028,100000000,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4,19000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-04-21T09:45:00Z,2022-04-21T09:45:00Z,0,1
54170a17-caaa-4bbe-a4bb-f962606e0e1c,Taban Press Works Co.,ACC-000029,100000003,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4,35400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-07-11T10:59:00Z,2022-07-11T10:59:00Z,0,1
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,Yekta Rail & Road Projects Group,ACC-000030,100000005,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000001,137000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-07-04T05:54:00Z,2019-07-04T05:54:00Z,0,1
ff4625af-bd20-463b-b275-b5f3d436a7a8,Farnam Auto Parts Mfg.,ACC-000031,100000003,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,100000001,23300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-01-29T11:01:00Z,2022-01-29T11:01:00Z,0,1
17ec889c-86c1-46cb-a996-30f7af77520e,Elham Pipe Works Co.,ACC-000032,100000002,3,Mazandaran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,43600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-27T04:48:00Z,2021-12-27T04:48:00Z,0,1
822c4d32-6c64-4c15-aba3-01cba561e1e9,Kaspian Golkhaneh Sazan Co.,ACC-000033,100000006,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,100000000,5300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-05-22T08:43:00Z,2021-05-22T08:43:00Z,0,1
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,Negin Iron & Steel Supply Group,ACC-000034,100000004,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,91800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-12-24T07:35:00Z,2023-12-24T07:35:00Z,0,1
577bc55a-36d5-4494-b37f-d50d2e25b5ee,Zarrin Steel Trading Industries,ACC-000035,100000004,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,1,43900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-09-05T11:04:00Z,2022-09-05T11:04:00Z,0,1
31274148-7c7c-404e-8422-d03ef29a6339,Nima Sazeh Co.,ACC-000036,100000000,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,100000000,36900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-05T05:23:00Z,2021-12-05T05:23:00Z,0,1
27aa7cbc-2337-4bbc-bffe-77c839feb99c,Vista Fabrication Works Group,ACC-000037,100000001,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,21100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-04-20T12:52:00Z,2021-04-20T12:52:00Z,0,1
c9c23e69-d82c-4565-8bb9-07ec13c11754,Nasim Loleh Sazi Ltd.,ACC-000038,100000002,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,45000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-06-17T09:40:00Z,2021-06-17T09:40:00Z,0,1
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,Sahand Eskelet Felezi Co.,ACC-000039,100000001,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,14700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-01-26T07:16:00Z,2020-01-26T07:16:00Z,0,1
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,Kavir Sabz Sazeh Co.,ACC-000040,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,19700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-05-03T12:25:00Z,2022-05-03T12:25:00Z,0,1
e05b46c5-5636-4094-a974-31db09a9d1c1,Borna Pipe Works Group,ACC-000041,100000002,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4,39800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-01-20T04:54:00Z,2020-01-20T04:54:00Z,0,1
98e52499-218c-4e1c-9e37-4f7ac42cbc39,Kaspian Ahan Bazar Co.,ACC-000042,100000004,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,40700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-12-21T05:43:00Z,2019-12-21T05:43:00Z,0,1
2e4bebc4-2989-4880-a77d-1be96070b6a1,Sahand Construction Group,ACC-000043,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,11000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-03-10T13:04:00Z,2021-03-10T13:04:00Z,0,1
9feefdff-c566-4a81-b15e-54f6d4d30795,Varna Profile Works Co.,ACC-000044,100000002,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,31600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-02-18T10:03:00Z,2023-02-18T10:03:00Z,0,1
b89f72f3-2a60-4652-a714-7668cf1d7d3a,Nasim Construction Co.,ACC-000045,100000000,3,Mazandaran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4,34900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-01-13T11:06:00Z,2022-01-13T11:06:00Z,0,1
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,Rayan Construction Ltd.,ACC-000046,100000000,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,15400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-06-07T12:58:00Z,2022-06-07T12:58:00Z,0,1
f836f571-3cce-476c-b836-c448ad261ec5,Tina Steel Structures Co.,ACC-000047,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,1,10700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-08-26T10:21:00Z,2023-08-26T10:21:00Z,0,1
c09cb506-48f1-496d-9c4f-fb4671b701aa,Persis Omran Co.,ACC-000048,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,16400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-10-15T09:18:00Z,2023-10-15T09:18:00Z,0,1
3be79df4-72ec-416e-88a7-23e9bfa016c2,Tarava Pipe Works Group,ACC-000049,100000002,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,4,40100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-11-09T07:27:00Z,2023-11-09T07:27:00Z,0,1
f7315749-4f39-49a8-bd3a-258288b4f474,Rastin Profile Sazan Ltd.,ACC-000050,100000002,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,26700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-01-27T06:08:00Z,2020-01-27T06:08:00Z,0,1
e76adca9-7811-4802-88cc-7cfecf01f944,Aban Sakhteman Co.,ACC-000051,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,30400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-03-28T06:46:00Z,2020-03-28T06:46:00Z,0,1
ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,Kimia Profile Sazan Co.,ACC-000052,100000002,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4,21900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-04-08T08:06:00Z,2024-04-08T08:06:00Z,0,1
70cafdd8-fc04-4f08-9207-0158f2771f63,Pardis Greenhouse Structures Co.,ACC-000053,100000006,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,17500000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-08-12T05:52:00Z,2023-08-12T05:52:00Z,0,1
c7332304-4822-4120-84f9-eccd7630a8a7,Arya Steel Depot Industries,ACC-000054,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,37200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-09-07T11:15:00Z,2019-09-07T11:15:00Z,0,1
6b2d5b09-8707-4ad4-80be-7e3561c2645a,Chakad Omran Industries,ACC-000055,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,100000000,21600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-10-25T07:01:00Z,2020-10-25T07:01:00Z,0,1
331f63fb-d11f-48c0-a97c-a4fff75d599f,Elham Steel Structures Industries,ACC-000056,100000001,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,1,17500000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-03-07T12:47:00Z,2020-03-07T12:47:00Z,0,1
df7d0dd7-236e-4608-9acb-394acd1f5318,Tina Eskelet Felezi Co.,ACC-000057,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,9200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-05-31T10:01:00Z,2022-05-31T10:01:00Z,0,1
7b07fd31-a424-4f23-8d5b-a7cd400035f0,Elham Ahan Forooshi Industries,ACC-000058,100000004,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,81400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-08-13T07:06:00Z,2019-08-13T07:06:00Z,0,1
ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,Kowsar Eskelet Felezi Group,ACC-000059,100000001,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,1,15600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-03-21T13:01:00Z,2021-03-21T13:01:00Z,0,1
8412a335-d88c-456d-b61e-5fdb1a435206,Diba Eskelet Felezi Industries,ACC-000060,100000001,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,1,18700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-01-07T11:01:00Z,2023-01-07T11:01:00Z,0,1
1578d709-48f9-43d0-9fea-e1e0d9e604b3,Mahan Contracting Industries,ACC-000061,100000000,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,1,13000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-15T05:37:00Z,2020-09-15T05:37:00Z,0,1
73069588-45d5-468d-a90a-3abbc35b9fea,Fardis Metals Supply Co.,ACC-000062,100000004,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,61100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-07-07T11:44:00Z,2019-07-07T11:44:00Z,0,1
d4bf7a4b-25b8-442f-836b-15c7e7c225da,Atlas Abadgaran Industries,ACC-000063,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4,24800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-10-09T06:58:00Z,2023-10-09T06:58:00Z,0,1
e916da57-f248-43ab-977a-8a5f6ffe33b3,Alvand Greenhouse Structures Industries,ACC-000064,100000006,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,100000000,12100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-02-22T10:48:00Z,2022-02-22T10:48:00Z,0,1
e27718c5-737d-4fb6-9113-76e038d77b9a,Aban Steel Depot Co.,ACC-000065,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,1,49400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-06T09:10:00Z,2021-01-06T09:10:00Z,0,1
6a36af18-06d3-4b93-ae33-688d597e6845,Rahyab Dam & Water Works Industries,ACC-000066,100000005,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000001,88800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-04-18T12:55:00Z,2020-04-18T12:55:00Z,0,1
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,Kimia Golkhaneh Sazan Co.,ACC-000067,100000006,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1,7400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-31T08:07:00Z,2021-01-31T08:07:00Z,0,1
14e4180c-fe99-46a3-a2db-c8503c5bf3a7,Kian Profile Works Industries,ACC-000068,100000002,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,4,41700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-08-01T11:21:00Z,2020-08-01T11:21:00Z,0,1
519554e3-0737-4c86-b97b-5f515ffa46ef,Omid Eskelet Felezi Group,ACC-000069,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,4,14700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-09-21T09:46:00Z,2021-09-21T09:46:00Z,0,1
