productpricelevelid,pricelevelid,productid,uomid,amount,transactioncurrencyid
14296c07-f26b-4776-913e-4de2e0c53cb8,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,268300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,265000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
885f6e66-c2b6-42c5-ba5d-310011b7e948,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,259700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a8e56e0c-20de-435d-a031-d750c40db9b4,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,262300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,255100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9b49bd26-df57-459a-8715-a10343dac043,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,325300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
edcd465e-3638-4821-b6e0-7cc06c52c49f,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,319600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b09b2a5c-badc-432a-8159-0f538a0f4efb,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,322400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
66245bfa-4fcc-439a-b683-d2e6337ea2df,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,341200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5f987c71-a65e-488e-abf3-ad39fec21bbe,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,312600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7394988f-847f-49b4-a64d-1bcb702753a1,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,320100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1064005c-3985-43cf-bf76-be1d1efa2197,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,341200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8dcdcd03-969b-4662-8562-8059568cc69b,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,334000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
01d74256-3860-4ab6-96a4-02f23ae8cc93,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,353800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0f1259e0-a18f-46b6-b535-106e122c9a56,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,399900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
080aadfb-e7c9-4b26-9141-25c63a9bedd4,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,392200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
839fbc50-1223-4513-9496-f63cdc1110c1,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,464400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7c441fe7-ab42-40a7-874a-493b3ceddf2d,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,454400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b92da22b-21df-406f-8a0b-3c3336d8393a,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,367700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
93829b43-922f-415a-a1e3-db63ef7ddc76,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,358300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7914c120-c8dc-419f-be35-11287900f7f9,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,373000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1825bc54-30be-445f-a835-14f2ceb81f9d,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,250400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,276500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,270500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0f844fef-1931-49ee-a56c-0941fbf24050,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,264100000.00000003,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ccf3a171-56dc-4907-ba6c-34ab6712303a,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,264700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
310c0c00-3fa7-4104-9bf9-0e27dc96925e,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,266100000.00000003,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
23e2fcb4-72d8-467d-894a-05e430b187ef,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,254700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
766ecb15-474e-4c19-aef9-12766c006f61,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,330800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,324100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
db20a56e-dc81-4fe7-8eda-8bbb71710434,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,330100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,345100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
03c72ba8-d605-4770-8a63-f881ffd0f9d5,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,311400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c0e9ab30-ed26-42e9-97e0-11b7f8102383,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,313500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,336800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,337200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2a25a888-0f02-4ad0-a706-7ef466aa9385,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,348700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
63f2ae24-fc3d-4348-808d-4127610461e3,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,403300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,398100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b253d218-6c4a-47ea-8906-17f2747b6dba,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,468700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c88a618e-fed4-457d-bb02-6576f512c4c3,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,462100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7c967f79-b7e9-4aca-a970-65e18e46d534,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,368300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,365800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bc594585-9445-48c0-8ef8-c2d6f7fd5646,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,375600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,257500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,283600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,273200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
118a9d29-2f92-4996-99f1-95d014822f53,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,272500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dca02eec-acda-4acc-9165-e21098543881,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,268300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f10c718b-1eb0-438a-a75d-d5af3c365296,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,267500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
94340a03-3f07-4814-91d6-3f78e3e9de99,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,260200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
14fcdd54-9e8f-4965-8a2c-827e98326856,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,335900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
90b2b633-956b-4c0c-a849-9b926b5252e3,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,329400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
42c18a62-ef48-48d5-90fd-9d3f85d51695,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,337300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
506e5a9a-b758-488d-ab73-295b344a54b8,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,358300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
21813d25-6552-48a6-83ff-50113d1a85dd,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,318900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,328300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ef8c485b-c07a-40f2-add4-253b50f0fd0a,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,350100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9f044aed-7552-4327-8262-7f7312922f83,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,342400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,353000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8181a8cc-3691-47eb-89a2-688b12c136e0,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,416300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5958a499-eeea-463e-a1e8-ac6843e42caf,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,411800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
